run,n_windows,n_calibration_windows,mean_deviation_score,max_deviation_score,final_deviation_score
dev_run_0,2803,200,4.938767702439233,187.5363841426523,88.63180228222089
dev_run_1,871,200,1.2876328369668435,7.3197143241593,7.251875568632475
val_run_0,2375,200,7.806235747762885,120.5605346926994,77.95117333327497
test_run_0,1428,200,18.105230562055983,125.44559966830074,109.12488710953168
test_run_1,2463,200,1.576985920372302,26.60693020586455,23.36424866423931
test_run_2,2448,200,5.359594396216749,207.2804746532541,17.9640466852087
test_run_3,2259,200,3.8950477116643527,69.06251495708806,46.41108380555333
